Bar Pressure(Bar Pressure);Nitrogen Dioxide(NO2);PM 10(RSPM);PM 2.5(PM2.5);Solar Radiation(SR);Sulfur Dioxide(SO2);Temperature(TEMP);index
754.13;4.72;96.25;;;10.97;14.66;08/02/2014
759.11;50.92;112.42;;;6.61;20.79;08/03/2014
758.35;36.75;143.94;;;5.01;22.47;08/04/2014
753.27;50.66;148.74;;;6.22;31.17;08/05/2014
751.93;46.93;185.55;;;10.27;37.1;08/06/2014
756.36;33.56;222.11;;;8.39;33.34;08/07/2014
756.6;26.71;163.2;;;2.97;28.09;08/08/2014
758.97;35.33;227.78;;;8.13;29.11;08/09/2014
757.93;36.94;159.61;;;7.11;26.99;08/10/2014
760.84;63.4;435.39;;;17.55;22.93;08/11/2014
760.7;70.89;405.53;;;11.78;14.52;08/12/2014
760.37;13.22;307.7;;;44.98;11.44;09/01/2014
754.66;23.51;170.79;;;11.61;12.83;09/02/2014
757.93;42.14;113.5;;;7.44;21.83;09/03/2014
758.34;46.41;148.42;;;6.33;23.52;09/04/2014
751.73;48.2;146.47;;;7.14;29.89;09/05/2014
751.64;56.4;217.46;;;10.03;36.77;09/06/2014
756.03;29.07;208.71;;;8.24;34.03;09/07/2014
758.04;41.69;200.04;;;4.18;28.35;09/08/2014
757.96;45.1;247.2;;;8.97;28.52;09/09/2014
758.04;46.74;189.0;;;8.98;25.83;09/10/2014
761.53;52.64;313.79;;;8.91;22.13;09/11/2014
761.61;103.32;469.28;;;17.55;15.76;09/12/2014
759.99;9.32;221.76;;;14.75;11.53;10/01/2014
754.82;16.63;249.3;;;2.85;12.0;10/02/2014
756.48;52.54;136.35;;;7.53;21.46;10/03/2014
758.45;33.69;138.68;;;5.66;21.3;10/04/2014
751.14;53.03;157.82;;;6.85;30.24;10/05/2014
752.79;53.5;200.93;;;9.85;36.74;10/06/2014
756.58;28.71;205.66;;;7.44;34.48;10/07/2014
758.05;47.54;212.72;;;4.6;26.7;10/08/2014
758.24;36.89;221.26;;;7.85;26.94;10/09/2014
757.11;48.66;198.68;;;9.59;25.55;10/10/2014
760.57;64.08;335.42;;;9.9;20.23;10/11/2014
762.39;66.88;378.51;;;4.39;13.96;10/12/2014
761.74;8.31;211.37;;;16.93;11.57;11/01/2014
755.8;25.47;376.72;;;2.89;13.74;11/02/2014
752.4;30.85;144.35;;;5.47;23.1;11/03/2014
757.05;45.65;146.14;;;7.96;30.27;11/04/2014
753.85;36.92;140.37;;;6.6;28.17;11/05/2014
753.56;39.32;172.13;;;11.19;36.41;11/06/2014
756.18;35.49;216.56;;;4.72;35.19;11/07/2014
757.9;25.93;167.56;;;3.12;29.25;11/08/2014
759.75;32.24;207.83;;;7.69;25.56;11/09/2014
756.42;50.02;252.61;;;13.02;25.16;11/10/2014
760.55;75.73;471.65;;;16.12;17.75;11/11/2014
761.72;81.56;380.17;;;6.88;14.42;11/12/2014
763.62;8.3;238.91;;;25.32;11.41;12/01/2014
755.96;25.18;166.29;;;7.12;13.99;12/02/2014
758.5;45.09;152.63;;;6.05;19.73;12/03/2014
756.14;67.93;161.55;;;7.24;27.72;12/04/2014
754.43;34.38;142.02;;;7.13;26.46;12/05/2014
754.28;28.04;156.63;;;11.46;31.51;12/06/2014
755.79;27.37;165.47;;;3.04;34.47;12/07/2014
757.29;10.13;130.92;;;1.91;30.12;12/08/2014
756.22;;;;;;22.58;12/10/2014
761.45;90.56;502.54;;;17.53;17.0;12/11/2014
762.05;95.39;384.35;;;6.96;11.5;12/12/2014
761.78;7.46;192.41;;;11.29;15.31;13/01/2014
755.57;63.47;310.96;;;7.37;18.95;13/02/2014
758.62;29.52;145.67;;;6.31;19.74;13/03/2014
757.6;40.25;143.99;;;5.98;26.79;13/04/2014
756.08;22.18;132.92;;;6.47;23.08;13/05/2014
754.49;24.28;158.67;;;10.37;28.16;13/06/2014
756.51;31.77;176.71;;;3.41;30.72;13/07/2014
754.15;24.59;155.77;;;3.68;29.26;13/08/2014
758.67;27.85;141.39;;;5.95;29.28;13/09/2014
761.82;86.2;666.74;;;25.03;16.32;13/11/2014
761.01;67.12;279.18;;;4.94;14.04;13/12/2014
760.71;9.13;223.63;;;22.04;14.21;14/01/2014
754.82;58.93;192.97;;;8.81;13.4;14/02/2014
751.02;70.08;159.94;;;9.04;21.59;14/03/2014
758.54;65.16;151.83;;;6.87;26.53;14/04/2014
755.68;31.42;143.06;;;21.33;25.17;14/05/2014
753.77;57.66;190.18;;;10.89;29.93;14/06/2014
756.55;39.85;199.31;;;4.15;30.97;14/07/2014
756.48;20.61;137.12;;;;29.27;14/08/2014
759.39;34.14;167.74;;;7.63;27.04;14/09/2014
757.99;30.4;145.67;;;6.23;23.42;14/10/2014
761.88;85.42;644.07;;;23.99;16.32;14/11/2014
761.44;29.27;202.88;;;3.48;12.58;14/12/2014
762.0;9.03;226.79;;;17.92;12.63;15/01/2014
754.78;48.07;134.93;;;8.42;13.03;15/02/2014
758.34;49.08;157.64;;;7.82;22.34;15/03/2014
757.82;91.47;159.68;;;8.23;27.88;15/04/2014
754.27;34.37;144.93;;;11.87;27.97;15/05/2014
754.21;31.41;164.59;;;9.54;33.31;15/06/2014
755.43;25.98;163.08;;;2.96;31.53;15/07/2014
757.21;13.2;112.85;;;;28.65;15/08/2014
757.72;31.73;159.87;;;7.13;26.98;15/09/2014
760.76;47.81;221.52;;;11.04;23.03;15/10/2014
760.79;79.11;622.26;;;24.33;16.29;15/11/2014
763.17;38.45;226.83;;;4.83;12.29;15/12/2014
761.59;6.4;184.97;;;15.42;14.44;16/01/2014
757.18;61.41;88.01;;;7.97;13.25;16/02/2014
758.33;50.53;157.85;;;8.37;23.99;16/03/2014
756.92;64.38;140.44;;;5.84;25.46;16/04/2014
751.02;46.12;166.66;;;7.34;29.28;16/05/2014
753.61;30.05;134.0;;;11.14;35.15;16/06/2014
756.34;22.95;158.62;;;2.82;30.08;16/07/2014
759.85;20.16;131.18;;;2.22;28.43;16/08/2014
758.37;30.96;171.44;;;7.86;28.58;16/09/2014
760.46;45.72;219.69;;;10.93;22.66;16/10/2014
760.95;78.15;555.99;;;20.79;16.27;16/11/2014
764.69;43.31;243.69;;;5.82;11.01;16/12/2014
761.66;5.82;198.33;;;13.09;12.9;17/01/2014
759.11;50.56;95.79;;;8.47;14.78;17/02/2014
755.71;34.04;148.6;;;5.68;26.35;17/03/2014
755.44;71.52;148.14;;;6.34;24.76;17/04/2014
756.09;57.1;191.79;;;7.43;28.81;17/05/2014
752.47;35.22;169.05;;;11.4;36.03;17/06/2014
755.52;26.76;167.26;;;3.1;28.87;17/07/2014
760.68;19.45;119.33;;;4.05;29.3;17/08/2014
757.97;39.8;184.23;;;8.68;28.56;17/09/2014
760.37;49.25;227.08;;;11.5;22.56;17/10/2014
761.89;;;;;;18.67;17/11/2014
764.35;42.03;223.91;;;5.08;10.21;17/12/2014
761.65;6.43;207.02;;;19.68;12.9;18/01/2014
758.87;56.48;9.6;;;8.68;15.32;18/02/2014
756.19;30.58;145.43;;;5.46;25.53;18/03/2014
758.38;42.23;127.96;;;6.76;22.07;18/04/2014
756.32;39.44;170.03;;;8.51;30.31;18/05/2014
752.18;32.26;152.92;;;11.56;33.3;18/06/2014
754.61;21.47;150.54;;;2.55;25.84;18/07/2014
761.93;21.15;124.51;;;3.98;29.75;18/08/2014
758.88;34.75;169.94;;;7.77;28.83;18/09/2014
759.79;60.9;330.31;;;17.95;22.11;18/10/2014
762.28;97.67;457.34;;;33.22;18.55;18/11/2014
764.61;41.32;217.91;;;4.86;8.13;18/12/2014
761.65;7.12;199.07;;;12.12;12.9;19/01/2014
758.3;95.31;;;;9.17;16.06;19/02/2014
756.54;41.62;152.11;;;6.56;22.57;19/03/2014
758.94;54.75;136.3;;;7.02;22.97;19/04/2014
756.3;33.37;139.56;;;9.87;30.04;19/05/2014
751.78;43.17;203.82;;;9.75;33.72;19/06/2014
762.53;14.82;101.65;;;4.15;28.81;19/08/2014
759.28;29.69;154.74;;;6.8;28.79;19/09/2014
759.32;72.27;461.77;;;27.36;22.19;19/10/2014
762.16;87.98;554.65;;;44.03;15.62;19/11/2014
762.13;43.62;278.3;;;7.56;8.17;19/12/2014
762.57;5.89;197.24;;;17.2;14.36;20/01/2014
756.86;101.37;;;;7.62;17.85;20/02/2014
754.87;53.23;156.29;;;7.56;22.28;20/03/2014
758.63;77.06;176.25;;;7.08;25.43;20/04/2014
754.92;43.38;148.37;;;11.21;31.31;20/05/2014
750.45;35.79;184.9;;;9.98;35.91;20/06/2014
759.97;30.33;148.88;;;3.9;33.49;20/08/2014
758.47;35.3;168.31;;;7.66;28.82;20/09/2014
759.83;80.18;280.76;;;20.7;22.94;20/10/2014
760.83;87.0;544.23;;;43.04;15.65;20/11/2014
756.68;29.45;182.65;;;3.5;8.11;20/12/2014
762.74;5.07;141.62;;;9.41;14.28;21/01/2014
756.59;63.7;;;;4.97;18.38;21/02/2014
752.28;80.84;189.01;;;7.31;25.0;21/03/2014
758.22;67.25;151.3;;;7.97;26.48;21/04/2014
753.37;46.07;151.69;;;9.69;31.25;21/05/2014
751.64;45.89;225.44;;;10.22;34.94;21/06/2014
755.38;31.52;175.05;;;3.36;31.22;21/07/2014
759.52;26.59;144.28;;;3.84;30.88;21/08/2014
758.94;38.35;170.75;;;7.82;28.34;21/09/2014
760.81;74.23;240.6;;;19.09;23.89;21/10/2014
760.16;108.35;505.93;;;30.31;15.56;21/11/2014
755.37;53.14;269.75;;;7.37;7.37;21/12/2014
762.18;6.51;127.06;;;13.96;15.93;22/01/2014
758.64;51.04;;;;6.47;16.68;22/02/2014
751.76;71.99;162.75;;;7.68;26.36;22/03/2014
759.7;40.66;131.07;;;6.94;26.76;22/04/2014
754.88;61.79;189.28;;;8.56;32.34;22/05/2014
753.6;36.5;186.43;;;9.41;33.25;22/06/2014
755.87;37.34;195.23;;;4.02;29.01;22/07/2014
760.12;24.4;140.31;;;4.16;30.71;22/08/2014
759.08;34.64;166.3;;;7.54;27.99;22/09/2014
761.04;105.47;482.31;;;37.25;24.7;22/10/2014
759.6;96.66;342.22;;;26.33;15.59;22/11/2014
754.75;74.54;435.47;;;11.96;7.39;22/12/2014
763.28;6.47;131.06;;;10.3;16.22;23/01/2014
760.37;49.71;;;;6.25;16.24;23/02/2014
754.08;71.81;165.82;;;5.64;24.3;23/03/2014
757.84;60.1;159.01;;;8.64;26.83;23/04/2014
756.86;58.9;197.15;;;8.89;34.02;23/05/2014
754.89;43.36;202.68;;;10.04;31.34;23/06/2014
756.14;27.84;172.77;;;3.28;28.94;23/07/2014
761.08;32.04;185.25;;;4.0;31.24;23/08/2014
759.66;38.26;191.99;;;9.17;27.82;23/09/2014
759.69;94.47;559.6;;;23.18;25.15;23/10/2014
760.6;90.5;350.73;;;24.27;16.19;23/11/2014
755.05;74.43;423.88;;;2.06;7.41;23/12/2014
762.3;5.64;162.31;;;17.08;13.53;24/01/2014
760.2;56.29;133.08;;;6.84;15.65;24/02/2014
755.73;43.48;140.91;;;6.83;23.35;24/03/2014
755.6;69.35;182.05;;;7.52;28.14;24/04/2014
759.79;38.02;142.79;;;8.43;30.85;24/05/2014
755.07;46.18;208.52;;;10.9;31.81;24/06/2014
756.9;18.49;144.22;;;2.37;28.46;24/07/2014
760.81;25.54;135.77;;;4.0;31.1;24/08/2014
760.84;38.29;183.12;;;8.6;27.62;24/09/2014
756.35;80.27;383.7;;;13.84;25.22;24/10/2014
761.16;84.09;305.93;;;13.87;14.88;24/11/2014
757.2;60.44;629.91;;;2.69;5.78;24/12/2014
762.44;4.22;167.25;;;14.4;11.55;25/01/2014
758.96;69.05;0.02;;;7.01;17.92;25/02/2014
745.33;62.43;166.45;;;8.32;24.14;25/03/2014
755.6;63.21;169.33;;;8.13;29.27;25/04/2014
760.89;42.92;160.73;;;6.8;30.88;25/05/2014
756.4;47.45;211.43;;;10.7;30.89;25/06/2014
758.53;38.57;199.49;;;4.16;28.24;25/07/2014
760.55;26.88;139.01;;;3.98;31.75;25/08/2014
762.07;36.65;195.58;;;9.4;27.68;25/09/2014
759.1;83.78;419.67;;;15.23;24.9;25/10/2014
761.02;91.34;335.53;;;14.47;14.89;25/11/2014
756.98;;;;;;;25/12/2014
762.21;5.3;161.51;;;14.82;13.5;26/01/2014
756.98;109.14;;;;7.61;19.99;26/02/2014
758.32;47.29;160.01;;;5.86;22.51;26/03/2014
755.44;51.71;151.85;;;9.56;30.97;26/04/2014
761.6;56.71;161.07;;;8.7;28.67;26/05/2014
759.01;45.48;206.67;;;10.44;31.84;26/06/2014
759.65;29.03;174.79;;;3.35;30.2;26/07/2014
759.99;27.11;142.47;;;3.91;31.81;26/08/2014
762.54;37.45;194.31;;;9.32;27.95;26/09/2014
761.14;65.0;384.55;;;12.98;24.23;26/10/2014
758.14;78.93;330.81;;;8.59;15.45;26/11/2014
755.64;55.36;262.61;;;2.93;7.32;26/12/2014
762.35;5.36;167.08;;;12.4;15.75;27/01/2014
755.94;66.4;;;;6.27;19.79;27/02/2014
759.0;36.31;156.62;;;6.59;20.68;27/03/2014
756.31;56.22;152.26;;;6.48;30.76;27/04/2014
759.94;77.94;208.48;;;7.54;31.69;27/05/2014
759.87;38.64;189.24;;;8.86;33.46;27/06/2014
759.71;23.83;162.56;;;2.95;29.13;27/07/2014
759.55;22.96;127.56;;;3.92;31.02;27/08/2014
763.15;33.53;166.87;;;7.57;28.41;27/09/2014
760.62;83.9;386.93;;;25.91;23.95;27/10/2014
758.29;107.75;364.17;;;9.42;17.86;27/11/2014
755.56;55.85;403.13;;;5.94;7.71;27/12/2014
759.94;6.25;182.85;;;13.24;15.4;28/01/2014
755.9;41.17;;;;7.17;15.1;28/02/2014
758.6;47.23;165.16;;;7.26;21.18;28/03/2014
755.6;62.35;159.46;;;7.07;31.28;28/04/2014
757.35;109.12;261.61;;;8.84;33.14;28/05/2014
758.69;21.7;139.84;;;9.73;35.67;28/06/2014
757.67;37.51;193.68;;;3.97;27.52;28/07/2014
760.57;20.15;125.2;;;4.17;27.73;28/08/2014
763.59;31.29;158.21;;;7.02;28.33;28/09/2014
759.14;92.85;580.19;;;26.55;24.01;28/10/2014
759.08;133.81;407.37;;;19.28;19.9;28/11/2014
756.87;50.89;601.97;;;23.31;6.53;28/12/2014
759.09;8.37;261.32;;;13.47;16.2;29/01/2014
758.63;33.88;158.41;;;6.75;22.2;29/03/2014
754.32;71.8;180.07;;;7.96;32.0;29/04/2014
756.46;78.91;242.77;;;12.28;35.21;29/05/2014
757.52;22.78;159.62;;;2.85;26.79;29/07/2014
760.76;28.61;219.79;;;7.68;27.06;29/08/2014
760.08;36.56;184.31;;;8.68;28.39;29/09/2014
759.4;73.25;453.82;;;16.43;23.48;29/10/2014
758.51;128.93;527.38;;;20.78;20.71;29/11/2014
755.53;67.04;307.13;;;2.22;8.2;29/12/2014
760.23;6.5;361.67;;;11.27;14.47;30/01/2014
758.04;36.94;157.49;;;7.06;21.19;30/03/2014
754.06;72.98;178.89;;;7.05;32.92;30/04/2014
756.04;70.04;263.27;;;7.62;33.28;30/06/2014
757.57;31.7;194.39;;;4.12;29.63;30/07/2014
759.33;31.58;257.8;;;9.05;26.52;30/08/2014
757.4;47.3;258.78;;;13.41;28.79;30/09/2014
759.2;64.63;604.61;;;22.19;23.0;30/10/2014
759.07;130.99;487.65;;;30.01;15.88;30/11/2014
753.38;52.9;368.72;;;5.25;7.63;30/12/2014
760.23;5.79;434.73;;;13.11;13.32;31/01/2014
756.71;46.36;161.59;;;8.42;21.45;31/03/2014
756.14;24.46;134.85;;;8.78;35.88;31/05/2014
757.73;24.29;172.07;;;3.57;30.61;31/07/2014
757.59;22.61;308.17;;;10.87;26.25;31/08/2014
760.06;69.14;523.8;;;18.5;22.03;31/10/2014
754.49;77.03;699.1;;;6.05;11.0;31/12/2014
755.07;83.95;783.27;;;19.98;11.85;01/01/2015
755.64;70.07;425.76;;;16.6;13.52;01/02/2015
753.45;33.94;59.52;;;3.43;15.81;01/03/2015
753.69;62.28;;98.39;;48.58;20.94;01/04/2015
752.15;54.73;;55.29;;6.2;14.77;01/05/2015
752.35;38.88;;26.0;;2.86;32.62;01/06/2015
758.69;29.69;;60.52;;4.38;29.81;01/07/2015
758.81;27.72;;49.94;;4.16;26.55;01/08/2015
760.94;19.57;;48.83;;9.04;8.18;01/09/2015
759.44;46.03;;;;8.67;28.07;01/10/2015
758.39;9.11;;292.87;;4.48;21.52;01/11/2015
759.14;31.48;;117.88;;15.31;19.27;01/12/2015
755.66;43.85;492.73;;;13.0;12.17;02/01/2015
755.52;44.24;190.14;;;1.88;15.14;02/02/2015
754.44;25.71;54.18;;;5.45;15.42;02/03/2015
751.18;39.44;;67.43;;24.74;21.59;02/04/2015
752.44;80.35;;64.25;;8.74;14.45;02/05/2015
753.93;36.61;;23.55;;2.79;49.02;02/06/2015
757.86;26.45;;73.56;;4.02;34.25;02/07/2015
759.85;24.31;;48.38;;3.78;28.38;02/08/2015
761.37;18.74;;48.63;;6.59;7.64;02/09/2015
759.73;;;;;10.91;26.97;02/10/2015
758.02;37.6;;204.38;;3.19;23.97;02/11/2015
758.47;24.21;;102.58;;20.63;18.1;02/12/2015
754.51;28.06;293.28;;;2.71;12.55;03/01/2015
754.69;30.17;170.16;;;4.96;14.6;03/02/2015
756.1;38.72;68.77;;;7.56;14.38;03/03/2015
751.25;26.1;;63.61;;21.8;19.77;03/04/2015
752.69;98.91;;84.88;;14.57;21.39;03/05/2015
754.48;45.52;;23.56;;3.15;44.87;03/06/2015
758.21;18.3;;66.62;;3.12;31.71;03/07/2015
759.13;21.55;;48.24;;3.48;28.8;03/08/2015
763.26;18.82;;48.74;;4.61;5.36;03/09/2015
757.62;;;;;10.85;30.18;03/10/2015
748.22;63.99;;172.77;;13.04;26.46;03/11/2015
758.54;19.66;;92.45;;17.66;17.26;03/12/2015
756.2;34.78;248.12;;;10.6;11.64;04/01/2015
759.15;31.05;185.1;;;4.19;11.98;04/02/2015
756.56;27.49;60.86;;;4.61;13.34;04/03/2015
751.65;31.97;;69.35;;26.22;20.08;04/04/2015
752.89;115.74;;101.76;;19.34;27.24;04/05/2015
754.72;44.02;;44.68;;3.13;47.01;04/06/2015
756.05;22.37;;107.9;;3.57;34.13;04/07/2015
758.23;25.25;;48.45;;3.89;29.23;04/08/2015
766.38;29.51;;50.26;;40.41;7.87;04/09/2015
757.97;;;;;20.02;27.65;04/10/2015
725.78;41.19;28.77;316.78;;22.3;21.63;04/11/2015
758.69;23.72;;104.46;;21.92;17.03;04/12/2015
754.39;35.78;187.96;;;3.09;10.77;05/01/2015
756.9;44.51;310.16;;;3.3;12.19;05/02/2015
759.67;65.4;98.73;;;6.98;19.57;05/03/2015
753.05;54.25;;100.66;;50.33;20.85;05/04/2015
752.89;124.57;;105.88;;17.53;29.47;05/05/2015
754.42;45.3;;56.5;;5.07;49.8;05/06/2015
754.64;19.78;;123.57;;3.29;33.39;05/07/2015
756.65;26.94;;48.94;;4.07;27.71;05/08/2015
765.76;27.43;;49.81;;21.25;6.92;05/09/2015
758.34;;;;;18.75;28.47;05/10/2015
687.39;30.93;;245.87;;5.97;21.71;05/11/2015
758.9;33.05;;122.3;;30.35;17.29;05/12/2015
753.69;40.53;209.06;;;2.31;9.18;06/01/2015
756.12;61.56;315.08;;;8.89;16.5;06/02/2015
760.42;30.33;64.51;;;3.7;18.24;06/03/2015
753.51;48.0;;116.27;;52.97;22.19;06/04/2015
753.5;88.72;;75.7;;7.26;34.34;06/05/2015
752.98;46.95;;63.2;;9.77;50.69;06/06/2015
755.25;29.64;;69.07;;4.37;28.4;06/07/2015
756.21;26.91;;48.99;;4.07;28.23;06/08/2015
764.97;26.24;;49.37;;13.04;6.85;06/09/2015
758.0;;;;;10.18;28.23;06/10/2015
708.62;32.94;;198.94;;20.39;21.3;06/11/2015
759.15;34.6;;125.6;;31.82;18.24;06/12/2015
753.9;40.81;272.33;;;6.83;7.05;07/01/2015
755.7;58.31;291.86;;;11.15;15.03;07/02/2015
754.77;31.11;60.6;;;3.36;16.67;07/03/2015
754.88;31.03;;66.53;;7.07;20.68;07/04/2015
754.49;64.85;;60.38;;4.48;34.78;07/05/2015
751.7;47.23;;62.34;;10.32;52.65;07/06/2015
756.05;21.92;;57.78;;3.52;26.84;07/07/2015
756.88;41.88;;50.8;;5.72;27.49;07/08/2015
764.63;26.27;;49.46;;14.9;6.74;07/09/2015
758.27;;;;;7.25;28.25;07/10/2015
671.45;48.54;;340.3;;15.09;17.82;07/11/2015
759.28;28.83;;112.9;;21.59;18.11;07/12/2015
755.65;40.13;231.54;;;2.19;5.9;08/01/2015
745.24;40.6;67.4;;;3.96;12.95;08/03/2015
756.23;40.52;;79.63;;14.28;22.77;08/04/2015
754.55;74.7;;74.22;;5.9;34.27;08/05/2015
751.66;98.64;;61.65;;16.37;50.84;08/06/2015
757.7;32.67;;71.79;;4.7;31.73;08/07/2015
758.13;32.14;;49.29;;4.65;27.37;08/08/2015
764.48;32.05;;49.99;;12.36;7.25;08/09/2015
757.29;;;;;11.91;29.04;08/10/2015
750.67;77.45;;126.2;;8.48;16.33;08/11/2015
759.0;35.18;;127.04;;25.77;18.53;08/12/2015
756.76;44.69;231.75;;;4.31;6.75;09/01/2015
757.14;45.54;208.14;;;4.55;18.0;09/02/2015
760.57;26.75;55.82;;;2.94;11.57;09/03/2015
755.3;43.43;;63.21;;;22.66;09/04/2015
753.29;81.6;;74.87;;5.97;34.61;09/05/2015
751.03;26.55;;79.71;;2.96;38.18;09/06/2015
750.36;29.38;;66.17;;4.34;27.76;09/07/2015
757.34;26.14;;50.05;;3.99;25.87;09/08/2015
763.83;27.4;;49.38;;13.48;6.9;09/09/2015
754.99;;;;;13.09;27.69;09/10/2015
716.68;84.87;;293.02;;13.06;17.68;09/11/2015
759.26;31.59;;119.05;;24.07;18.84;09/12/2015
756.03;42.36;197.98;;;7.63;8.51;10/01/2015
757.58;48.07;220.11;;;3.84;13.68;10/02/2015
757.55;36.71;62.08;;;3.49;10.64;10/03/2015
755.38;44.81;;68.59;;;24.33;10/04/2015
753.08;70.19;;62.8;;4.73;34.58;10/05/2015
751.75;19.38;;60.49;;4.37;35.51;10/06/2015
757.81;23.17;;58.22;;3.66;25.59;10/07/2015
755.15;29.98;;50.59;;4.41;28.62;10/08/2015
764.25;29.29;;49.73;;13.89;6.66;10/09/2015
754.9;;;;;8.31;27.88;10/10/2015
694.51;61.48;;111.86;;11.16;22.49;10/11/2015
758.85;29.96;;115.41;;22.45;19.62;10/12/2015
756.4;;;;;;6.16;11/01/2015
755.51;60.19;298.5;;;2.13;13.69;11/02/2015
756.33;51.54;76.37;;;4.74;12.42;11/03/2015
754.2;47.68;;69.52;;5.87;27.75;11/04/2015
754.46;46.68;;53.43;;3.89;34.09;11/05/2015
752.15;21.04;;106.93;;4.1;34.69;11/06/2015
755.36;25.89;;48.67;;3.96;26.99;11/08/2015
764.5;27.31;;49.37;;7.98;5.69;11/09/2015
757.41;;;;;5.86;28.32;11/10/2015
750.7;34.74;;88.94;;21.94;21.95;11/11/2015
758.59;15.7;;83.6;;21.84;17.23;11/12/2015
754.76;94.35;330.94;;;6.73;12.43;12/01/2015
754.7;66.39;283.53;;;2.88;14.1;12/02/2015
756.23;48.58;75.59;;;4.67;12.36;12/03/2015
754.94;19.78;;48.92;;4.2;13.88;12/04/2015
755.35;45.82;;53.28;;3.71;34.77;12/05/2015
751.03;19.44;;60.21;;3.95;34.77;12/06/2015
757.08;27.03;;46.35;;4.08;24.14;12/07/2015
758.49;31.23;;49.26;;4.54;28.38;12/08/2015
759.02;;;;;18.13;25.16;12/10/2015
757.53;32.03;;126.48;;20.68;21.55;12/11/2015
759.81;9.81;;70.47;;21.32;12.83;12/12/2015
754.75;58.11;286.38;;;3.93;12.43;13/01/2015
752.55;64.42;378.68;;;6.37;14.67;13/02/2015
753.87;62.57;81.01;;;5.15;15.76;13/03/2015
757.3;;;38.83;;3.35;14.12;13/04/2015
755.62;55.77;;57.41;;3.52;33.78;13/05/2015
750.6;22.27;;68.72;;3.45;30.46;13/06/2015
760.22;20.79;;57.86;;3.4;30.04;13/07/2015
758.19;35.6;;51.89;;5.03;29.77;13/08/2015
762.9;26.99;;49.66;;22.25;9.1;13/09/2015
759.51;;;;;10.9;31.15;13/10/2015
757.77;36.78;;130.61;;15.49;22.08;13/11/2015
758.6;14.81;;81.09;;21.61;12.68;13/12/2015
754.75;55.22;287.96;;;4.77;12.43;14/01/2015
750.46;98.05;668.25;;;3.5;17.71;14/02/2015
754.37;51.69;74.02;;;4.53;14.68;14/03/2015
756.61;30.25;;31.91;;6.06;14.18;14/04/2015
756.85;49.38;;66.61;;4.82;33.26;14/05/2015
760.15;35.05;;58.9;;4.97;27.5;14/07/2015
758.74;45.22;;51.92;;6.08;28.78;14/08/2015
762.16;42.23;;51.87;;13.07;7.91;14/09/2015
761.1;;;;;21.17;28.2;14/10/2015
757.94;23.8;;101.37;;15.55;22.13;14/11/2015
757.11;23.24;;100.43;;16.93;15.56;14/12/2015
755.15;40.91;368.2;;;12.22;11.83;15/01/2015
752.14;99.04;439.53;;;2.01;16.98;15/02/2015
753.74;26.77;54.96;;;2.87;12.59;15/03/2015
757.03;34.73;;38.04;;6.07;22.44;15/04/2015
756.22;48.15;;58.75;;3.76;32.68;15/05/2015
750.67;22.42;;82.48;;3.48;32.45;15/06/2015
756.11;38.79;;67.03;;5.1;33.17;15/07/2015
759.19;31.07;;49.36;;4.53;26.74;15/08/2015
761.64;39.57;;64.65;;9.01;34.33;15/09/2015
761.37;;;;;7.39;26.92;15/10/2015
758.0;;;;;;17.9;15/11/2015
757.63;25.01;;104.38;;22.77;13.08;15/12/2015
756.55;46.79;442.76;;;4.77;9.71;16/01/2015
753.07;87.25;285.84;;;1.65;18.68;16/02/2015
755.61;34.78;68.1;;;4.02;15.72;16/03/2015
757.88;39.92;;54.81;;6.07;23.1;16/04/2015
754.38;55.03;;58.3;;3.73;33.85;16/05/2015
750.82;39.27;;90.37;;5.36;32.23;16/06/2015
755.95;24.19;;75.45;;3.77;30.23;16/07/2015
759.65;29.96;;49.79;;4.41;26.01;16/08/2015
761.83;54.75;;57.29;;6.82;31.0;16/09/2015
761.24;;;;;8.16;27.79;16/10/2015
756.83;33.66;;123.67;;12.16;23.39;16/11/2015
757.81;27.56;;110.07;;21.63;12.78;16/12/2015
756.51;41.57;526.59;;;11.3;10.64;17/01/2015
752.95;77.41;364.07;;;4.02;19.02;17/02/2015
755.33;32.76;61.6;;;3.45;14.29;17/03/2015
753.99;51.29;;58.4;;7.08;25.31;17/04/2015
751.61;43.92;;52.87;;2.97;36.08;17/05/2015
750.53;48.65;;91.7;;6.46;32.29;17/06/2015
757.77;28.69;;61.05;;4.27;29.09;17/07/2015
758.81;30.45;;49.5;;4.46;28.54;17/08/2015
762.37;75.82;;57.85;;12.48;30.2;17/09/2015
760.31;;;;;8.05;27.62;17/10/2015
757.01;29.01;;113.29;;11.11;20.26;17/11/2015
758.15;36.19;;129.31;;31.1;13.73;17/12/2015
756.2;42.92;488.52;;;10.43;10.35;18/01/2015
754.59;83.45;644.2;;;9.25;19.68;18/02/2015
753.13;31.3;58.53;;;3.18;13.68;18/03/2015
749.85;60.17;;60.01;;7.54;28.18;18/04/2015
752.18;48.38;;54.41;;3.18;36.37;18/05/2015
750.06;61.75;;106.21;;7.9;34.24;18/06/2015
758.33;32.15;;63.12;;4.65;28.14;18/07/2015
759.38;86.1;;55.84;;10.58;27.56;18/08/2015
762.81;71.43;;52.84;;11.82;29.66;18/09/2015
760.75;;;;;8.47;27.71;18/10/2015
757.63;35.84;;128.52;;13.99;18.04;18/11/2015
758.63;25.92;;106.4;;29.34;12.77;18/12/2015
